apn,recordid,busdesc,b1_per_sub_type,dba,naics,tax_code,employee_num,bus_own_type,b1_business_name,b1_address1,b1_city,b1_state,b1_zip,b1_contact_type,b1_full_address,b1_situs_city,b1_situs_state,b1_situs_zip
ZZZZZZZZZZZZZ,BL-023326,ELECTRICAL CONTRACTOR,Construction or Contractor,BRIGHT ELECTRICS INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Corporation,BRIGHT ELECTRICS INC,1685 PECAN CT,REDWOOD CITY,CA,94061,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023327,HANDYMAN SERVICES,Business Personal Repair Svs,THUNDERBOLT PROPERTY CARE LLC,561790 - Other Services to Buildings and Dwellings,B,0,LLC,THUNDERBOLT PROPERTY CARE LLC,378 RIVERSIDE AVE,FREMONT,CA,94536,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023329,RESARCH & DEVELOPMENT,Professional SemiProfessional,PERAWATT ENERGY INC,"541715 - Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",P,2,Corporation,PERAWATT ENERGY INC,2930 DOMINGO AVE PMB 1172,BERKELEY,CA,94705,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023330,FIRE PROTECTION CONTRACTOR,Construction or Contractor,SUPERIOR AUTOMATIC SPRINKLER,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,113,Sole Ownership,SUPERIOR AUTOMATIC SPRINKLER,4378 ENTERPRISE ST,FREMONT,CA,94538-6305,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023331,ROOFING SERVICES,Construction or Contractor,LEGEND ROOFING GENERAL,238160 - Roofing Contractors,C,0,Corporation,LEGEND ROOFING GENERAL,1578 CREEKSIDE DR,PETALUMA,CA,94954,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023332,"SIDING,DECKING REMODELS",Construction or Contractor,SIDEX SIDING & DECKING,238170 - Siding Contractors,C,4,LLC,SIDEX SIDING & DECKING,6909 CASSINI WAY,CITRUS HTS,CA,95621,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023333,ELECTRICAL CONTRACTOR,Construction or Contractor,BAILEY ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,3,Corporation,BAILEY ELECTRIC INC,3459 SHOGORO LN,STOCKTON,CA,95206,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023334,ELECTRICAL CONTRACTOR,Construction or Contractor,JD ENERGY SOLUTIONS,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Corporation,JD ENERGY SOLUTIONS,44799 FREMONT BLVD,FREMONT,CA,94538,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023335,PV & ESS INSTALLATION,Construction or Contractor,ES SOLAR,238990 - All Other Specialty Trade Contractors,C,10,LLC,ES SOLAR,11366 AMALGAM WAY STE A,RANCHO CORDOVA,CA,84075,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023336,GENERAL CONSTRUCTION,Construction or Contractor,ALVARO'S CONSTRUCTION INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,5,Corporation,ALVARO'S CONSTRUCTION INC,3420 QUIGLEY ST APT 6,OAKLAND,CA,94619,Business Owner,0 VARIOUS,BERKELEY,CA,94704
060 245507200,BL-023337,RES. RENTAL - 3 UNITS,Rental of Real Property,VAMIS ANDREW R & KELLEY,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,VAMIS ANDREW R & KELLEY,1814 ARLINGTON BLVD,EL CERRITO,CA,94530,Business Owner,1321 HENRY St,BERKELEY,CA,94709
ZZZZZZZZZZZZZ,BL-023338,FOOD SERVICE EQUIPMENT,Construction or Contractor,AVANTI RESTAURANT SOLUTIONS INC,238990 - All Other Specialty Trade Contractors,C,83,Corporation,AVANTI RESTAURANT SOLUTIONS INC,3199 AIRPORT LOOP DR STE C,COSTA MESA,CA,92626,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023339,PLUMBING CONTRACTOR,Construction or Contractor,ALL BAY ROOFING AND PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0,Sole Ownership,ALL BAY ROOFING AND PLUMBING,3746 MT DIABLO BLVD STE 203,LAFAYETTE,CA,94549,Business Owner,0 VARIOUS,BERKELEY,CA,94704
058 213000100,BL-023340,RES. RENTAL - 4 UNITS,Rental of Real Property,"BISHOP GRACE (TE), BISHOP SCOTT (TE)",531110 - Lessors of Residential Buildings and Dwellings,L,2,Partnership,"BISHOP GRACE (TE), BISHOP SCOTT (TE)",7319 STOCKTON AVE,EL CERRITO,CA,94530,Business Owner,1721 SAN PABLO Ave,BERKELEY,CA,94702
ZZZZZZZZZZZZZ,BL-023342,ELECTRICAL/ROOFING/HVAC,Construction or Contractor,ORIGIN SOLAR USA INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,5,Corporation,ORIGIN SOLAR USA INC,910 PLEASANT GROVE BLVD # 353,ROSEVILLE,CA,95678,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023343,SAFETY CONSULTING,Professional SemiProfessional,SAFE BUSINESS SOLUTIONS LLC,541618 - Other Management Consulting Services,P,7,LLC,SAFE BUSINESS SOLUTIONS LLC,701 E H ST,BENICIA,CA,94510,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023344,MILLWORK/DOORS/HARDWARE,Construction or Contractor,SIERRA FINISH CARPENTRY LLC,238350 - Finish Carpentry Contractors,C,21,Sole Ownership,SIERRA FINISH CARPENTRY LLC,5920 E SHIELDS AVE STE 103,FRESNO,CA,93727,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023345,FIRE ALARM INSTALL,Construction or Contractor,AZTEC FIRE AND SECURITY INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Corporation,AZTEC FIRE AND SECURITY INC,4145 INDUS WAY,RIVERSIDE,CA,92503,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023347,CONCRETE CONTRACTOR,Construction or Contractor,SOLID GROUND MASONRY AND CONCRETE INC,238110 - Poured Concrete Foundation and Structure Contractors,C,5,Corporation,SOLID GROUND MASONRY AND CONCRETE INC,3170 ROBINSON DR,OAKLAND,CA,94602,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023348,ROOFING CONTRACTOR,Construction or Contractor,DRYCORE ROOFING,238160 - Roofing Contractors,C,4,Corporation,DRYCORE ROOFING,570 N 11TH ST,SAN JOSE,CA,95112,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023349,CONTRACTOR,Construction or Contractor,HORNET DEMOLITION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,2,Sole Ownership,HORNET DEMOLITION,4989 ROCKY RD,EL SOBRANTE,CA,94803,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023350,CONCRETE BUS,Construction or Contractor,EAST BAY CONCRETE,238110 - Poured Concrete Foundation and Structure Contractors,C,2,Corporation,EAST BAY CONCRETE,108 SUNSET DR,VACAVILLE,CA,95687,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023351,SOLAR REMOVAL/INSTALL,Construction or Contractor,SUNSHIFT LLC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,20,LLC,SUNSHIFT LLC,732 W PARKVIEW DR,LEHI,UT,84043,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023352,ELECTRICAL CONTRACTING,Construction or Contractor,FLEY ELECTRIC LLC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0,Sole Ownership,FLEY ELECTRIC LLC,248 3RD ST PMB 1342,OAKLAND,CA,94607,Business Owner,0 VARIOUS,BERKELEY,CA,94704
058 217900900,BL-023353,RES. RENTAL - 4 UNITS,Rental of Real Property,GHAZIANI BAHMAN,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,GHAZIANI BAHMAN,3 COMMODORE DR UNIT 260 # B,EMERYVILLE,CA,94608,Business Owner,1652 OXFORD St,BERKELEY,CA,94709
054 178900200,BL-023354,RES. RENTAL - 4 UNITS,Rental of Real Property,"NG DOUGLAS S (TE), POSSELT THEODORE M (TE)",531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,"NG DOUGLAS S (TE), POSSELT THEODORE M (TE)",2591 HILGARD AVE,BERKELEY,CA,94709,Business Owner,1239 PARKER St,BERKELEY,CA,94702
ZZZZZZZZZZZZZ,BL-023355,ELECTRICAL CONTRACTOR,Construction or Contractor,COMLETRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,3,Corporation,COMLETRIC INC,1150 BURNETT AVE STE A,CONCORD,CA,94520,Business Owner,0 VARIOUS,BERKELEY,CA,94704
058 220900500,BL-023356,RES. RENTAL 2 UNITS (U1),Rental of Real Property,"NG DOUGLAS S (TE), POSSELT THEODORE M (TE)",531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,"NG DOUGLAS S (TE), POSSELT THEODORE M (TE)",2591 HILGARD AVE,BERKELEY,CA,94709,Business Owner,2662 HILGARD Ave,BERKELEY,CA,94709
053 158901801,BL-023358,PSYCHOTHERAPY,Professional SemiProfessional,NANCY JACKSON CARLSON LMFT,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,NANCY JACKSON CARLSON LMFT,PO BOX 5536,BERKELEY,CA,94705,Business Owner,2955 SHATTUCK Ave,BERKELEY,CA,94705
054 180001200,BL-023359,MOBILE GAME SOFTWARE DEVELOPMENT,Professional SemiProfessional,BUTTERED TOASTWORKS,541512 - Computer Systems Design Services,P,0,LLC,BUTTERED TOASTWORKS,1525 PARKER ST,BERKELEY,CA,94703,Business Owner,1525 PARKER St,BERKELEY,CA,94703
056 199000101,BL-023361,CAFE,Retail Trade,CHLOE WONDER LLC,722513 - Limited-Service Restaurants,R,0,Sole Ownership,CHLOE WONDER LLC,1250 ADDISON ST STE 111,BERKELEY,CA,94702,Business Owner,1250 ADDISON St,BERKELEY,CA,94702
053 166102801,BL-023362,LOUD SPEAKER MANUFACTURER,Manufacturing,MEYER SOUND LABORATORIES INC,334310 - Audio and Video Equipment Manufacturing,M,52,Corporation,MEYER SOUND LABORATORIES INC,2832 SAN PABLO AVE,BERKELEY,CA,947102710,Business Owner,2809 TENTH ST,BERKELEY,CA,94710
056 199000101,BL-023363,COMPUTER SOFTWARE DEV.,Professional SemiProfessional,NEARLY EXTRATERRESTRIAL TECHNOLOGY INC,541511 - Custom Computer Programming Services,P,4,Corporation,NEARLY EXTRATERRESTRIAL TECHNOLOGY INC,2261 MARKET ST PMB 10824,SAN FRANCISCO,CA,94114,Business Owner,1250 ADDISON St,BERKELEY,CA,94702
056 196205800,BL-023364,ONLINE RETAIL,Retail Trade,TOTONOYA,459999 - All Other Miscellaneous Retailers,R,1,Sole Ownership,TOTONOYA,2106 6TH ST,BERKELEY,CA,94710,Business Owner,2106 SIXTH St,BERKELEY,CA,94710
062 286802400,BL-023365,INSTRUCT PRIVATE PILATES,Entertainment Recreation,PETRICHOR PILATES,713940 - Fitness and Recreational Sports Centers,E,0,Sole Ownership,PETRICHOR PILATES,651 NEILSON ST,BERKELEY,CA,94707,Business Owner,651 NEILSON St,BERKELEY,CA,94707
064 423501210,BL-023366,FULL-SERVICE RESTAURANT,Retail Trade,KAT'S KITCHEN,722511 - Full-Service Restaurants,R,10,LLC,KAT'S KITCHEN,5720 BALMORAL DR,OAKLAND,CA,94619,Business Owner,2922 DOMINGO Ave,BERKELEY,CA,94705
057 204900800,BL-023367,GRANT PROP. - WRITE/RES.,Professional SemiProfessional,ARTISTRY GRANTS LLC,541618 - Other Management Consulting Services,P,0,LLC,ARTISTRY GRANTS LLC,2125 HEARST AVE APT 9 # SPT,BERKELEY,CA,94709,Business Owner,2125 HEARST Ave,BERKELEY,CA,94709
055 184502400,BL-023368,ELDERLY HOME CARE,Professional SemiProfessional,FIJICARE HOME CARE,623312 - Assisted Living Facilities for the Elderly,P,0,Sole Ownership,FIJICARE HOME CARE,2627 BENVENUE AVE,BERKELEY,CA,94704,Business Owner,2627 BENVENUE Ave,BERKELEY,CA,94704
061 261200200,BL-023370,FINANCIAL PLANNING,Professional SemiProfessional,TRANSFORMATIVE WEALTH MANAGEMENT,523940 - Portfolio Management and Investment Advice,P,2,Corporation,TRANSFORMATIVE WEALTH MANAGEMENT,900 COLUSA AVE STE 201,BERKELEY,CA,94707,Business Owner,900 COLUSA Ave,BERKELEY,CA,94707
054 180001200,BL-023371,SOFTWARE DEVELOPMENT,Professional SemiProfessional,BLACK PRISM LLC,541511 - Custom Computer Programming Services,P,1,LLC,BLACK PRISM LLC,1525 PARKER ST,BERKELEY,CA,94703,Business Owner,1525 PARKER St,BERKELEY,CA,94703
058 217400100,BL-023373,PSYCHOTHERAPY,Professional SemiProfessional,ROLLER BILL,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,ROLLER BILL,1104 SHATTUCK AVE,BERKELEY,CA,94707-2610,Business Owner,2046 LINCOLN ST,BERKELEY,CA,94709
052 140900300,BL-023375,SCIENCE/ENG. CONSULT,Professional SemiProfessional,EOA INC,541620 - Environmental Consulting Services,P,35,Corporation,EOA INC,PO BOX 31714,OAKLAND,CA,94604,Business Owner,3214 COLLEGE Ave,BERKELEY,CA,94705
057 203001000,BL-023376,EXAM PREP & TUTOR SVCS,Professional SemiProfessional,SHTOV ACADEMIC TUTORING,611691 - Exam Preparation and Tutoring,P,0,Sole Ownership,SHTOV ACADEMIC TUTORING,2124 KITTREDGE ST  PMB 61,BERKELEY,CA,94704,Business Owner,2231 SHATTUCK Ave,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023377,DRYWALL CON-CONTRACTOR,Construction or Contractor,OSR CONSTRUCTION SERVICES,238310 - Drywall and Insulation Contractors,C,2,Corporation,OSR CONSTRUCTION SERVICES,9275 HILLSIDE RD,DELHI,CA,95315,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023378,PAINTING CONTRACTOR,Construction or Contractor,ANDREW NAUMAN'S PAINTING,238320 - Painting and Wall Covering Contractors,C,3,Sole Ownership,ANDREW NAUMAN'S PAINTING,379 2ND ST,YUBA CITY,CA,95991,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023379,GARAGE DOOR INSTALL/REP.,Construction or Contractor,GARAGE DOORS INC,238990 - All Other Specialty Trade Contractors,C,4,Corporation,GARAGE DOORS INC,147 MARTHA ST,SAN JOSE,CA,95112,Business Owner,0 VARIOUS,BERKELEY,CA,94704
059 225601600,BL-023380,RES. RENTAL - 7 UNITS,Rental of Real Property,CEDAR ST 2215 CAPITAL LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,CEDAR ST 2215 CAPITAL LLC,1921 PARU ST,ALAMEDA,CA,94501,Business Owner,2215 CEDAR St,BERKELEY,CA,94709
ZZZZZZZZZZZZZ,BL-023381,FLOORING INSTALLATION,Construction or Contractor,IMMUNITY FLOOR LLC,238330 - Flooring Contractors,C,1,LLC,IMMUNITY FLOOR LLC,19775 BRIDGER TRL,COLFAX,CA,95713,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023382,GENERAL CONTRACTOR,Construction or Contractor,BAUMAN LANDSCAPE AND CONSTRUCTION INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0,Corporation,BAUMAN LANDSCAPE AND CONSTRUCTION INC,100 WOODLAND AVE STE 200,SAN RAFAEL,CA,94901,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023383,EV CHARGERS/SOLAR,Construction or Contractor,EVNATION LLC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,5,LLC,EVNATION LLC,3100 AIRWAY AVE STE 133,COSTA MESA,CA,92626,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023384,SALES OF SOFTWARE,Professional SemiProfessional,CENTRALSQUARE TECHNOLOGIES,513210 - Software Publishers,P,0,Corporation,CENTRALSQUARE TECHNOLOGIES,1000 BUSINESS CENTER DR,LAKE MARY,FL,32746,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023385,ADU CONSTRUCTION,Construction or Contractor,2R CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,2,Sole Ownership,2R CONSTRUCTION,285 FRANKLIN AVE,PITTSBURG,CA,94565,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023386,ELETRICAL CONTRACTOR,Construction or Contractor,TRUE BLUE ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,3,Corporation,TRUE BLUE ELECTRIC INC,5879 WINFIELD BLVD,SAN JOSE,CA,95123,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023388,BUILDING CONTRACTOR,Construction or Contractor,MB BUILDERS & DEVELOPERS INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,3,Corporation,MB BUILDERS & DEVELOPERS INC,PO BOX 55013,HAYWARD,CA,94545,Business Owner,0 VARIOUS,BERKELEY,CA,94704
056 193002300,BL-023391,RES RENTAL - 5 UNITS,Rental of Real Property,TAYCON PROPERTIES FOUR LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,TAYCON PROPERTIES FOUR LLC,40 HAWTHORNE AVE,LOS ALTOS,CA,94022,Business Owner,1201 DWIGHT Way,BERKELEY,CA,94702
ZZZZZZZZZZZZZ,BL-023392,GB/ROOFING CONTRACTOR,Construction or Contractor,ROOFLOW INC,238160 - Roofing Contractors,C,3,Corporation,ROOFLOW INC,4307 VALLEY AVE UNIT 203,PLEASANTON,CA,94566,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023393,HOUSE/BUSINESS CLEANING,Business Personal Repair Svs,SOFTSHINE CLEANING,561720 - Janitorial Services,B,1,LLC,SOFTSHINE CLEANING,2201 SHORELINE DR # 2622,ALAMEDA,CA,94501,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023394,GENERAL BUILDING,Construction or Contractor,CHUANFU CONSTRUCTIONS,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0,Corporation,CHUANFU CONSTRUCTIONS,19 YORK DR,PIEDMONT,CA,94611,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023395,ELECTRICAL CONTRACTOR,Construction or Contractor,A&E ELECTRICAL COMPANY INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,5,Corporation,A&E ELECTRICAL COMPANY INC,30997 HUNTWOOD AVE STE 106,HAYWARD,CA,94544,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023397,FIRE ALARM INSTALLATION,Business Personal Repair Svs,INNOVATIVE TECHNOLOGIES,561621 - Security Systems Services (except Locksmiths),B,3,Corporation,INNOVATIVE TECHNOLOGIES,248 BERGEDO DR,OAKLAND,CA,94603,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023398,COMM. PLATFORM AS A SVC,Business Personal Repair Svs,TWILIO INC,"518210 - Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",B,0,Corporation,TWILIO INC,101 SPEAR ST STE 500,SAN FRANCISCO,CA,94105,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023399,WATER HEATER INSTALL,Construction or Contractor,AXION PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,3,Corporation,AXION PLUMBING,930 ORTEGA ST,SAN FRANCISCO,CA,94122,Business Owner,0 VARIOUS,BERKELEY,CA,94704
061 256100100,BL-023400,GENERAL BUILDING,Construction or Contractor,DAVID LONG CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0,Sole Ownership,DAVID LONG CONSTRUCTION,1101 SHATTUCK AVE,BERKELEY,CA,94707,Business Owner,1101 SHATTUCK Ave,BERKELEY,CA,94707
ZZZZZZZZZZZZZ,BL-023401,ROOFING CONTRACTOR,Construction or Contractor,DYNAMIC FOAM ROOFING,238160 - Roofing Contractors,C,3,Corporation,DYNAMIC FOAM ROOFING,11501 DUBLIN BLVD STE 200,DUBLIN,CA,94568,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023402,ELECTRICAL CONTRACTOR,Construction or Contractor,EMAK ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,1,Corporation,EMAK ELECTRIC INC,1069 MOHR LN APT C,CONCORD,CA,94518,Business Owner,0 VARIOUS,BERKELEY,CA,94704
053 169601500,BL-023403,PERSONAL TRAINER,Business Personal Repair Svs,LEVEL FITNESS STUDIOS,812990 - All Other Personal Services,B,1,Sole Ownership,LEVEL FITNESS STUDIOS,2407 4TH ST,BERKELEY,CA,94710,Business Owner,2887 COLLEGE Ave,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-023404,REMODELING,Construction or Contractor,PUZZLE CONSTRUCTION,236118 - Residential Remodelers,C,10,Sole Ownership,PUZZLE CONSTRUCTION,23575 CABOT BLVD STE 207,HAYWARD,CA,94545,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023405,CONSTRUCTION,Construction or Contractor,ERICSON M VERA CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,3,Partnership,ERICSON M VERA CONSTRUCTION,18248 REAMER RD,CASTRO VALLEY,CA,94546,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023406,"TENNIS,PICKLEBALL INSTR",Professional SemiProfessional,HIT ELITE LLC,611620 - Sports and Recreation Instruction,P,0,LLC,HIT ELITE LLC,2108 N ST STE N,SACRAMENTO,CA,95816,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023407,SOLAR CONTRACTOR,Construction or Contractor,EMPOWER SOLAR INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,6,Corporation,EMPOWER SOLAR INC,3750 WILCOX RD,STOCKTON,CA,95215,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023408,RES PLUMBING SVCS,Construction or Contractor,SUPERIOR PLUMBING LLC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,8,LLC,SUPERIOR PLUMBING LLC,1430 TULLY RD,SAN JOSE,CA,95122,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023409,CONCRETE CONTRACTOR,Construction or Contractor,VILLA CONCRETE SOLUTIONS LLC,238110 - Poured Concrete Foundation and Structure Contractors,C,12,LLC,VILLA CONCRETE SOLUTIONS LLC,74 EASTWOOD DR,SAN FRANCISCO,CA,94112,Business Owner,0 VARIOUS,BERKELEY,CA,94704
056 195900200,BL-023410,GRAPHIC DESIGN,Professional SemiProfessional,CUTTRISS & HAMBLETON,541430 - Graphic Design Services,P,1,Partnership,CUTTRISS & HAMBLETON,1622 VIRGINIA ST,BERKELEY,CA,94703,Business Owner,732 ADDISON St,BERKELEY,CA,94710
058 215702600,BL-023410,GRAPHIC DESIGN,Professional SemiProfessional,CUTTRISS & HAMBLETON,541430 - Graphic Design Services,P,1,Partnership,CUTTRISS & HAMBLETON,1622 VIRGINIA ST,BERKELEY,CA,94703,Business Owner,732 ADDISON St,BERKELEY,CA,94710
052 158502300,BL-023411,4 UNITS,Rental of Real Property,THE CHUN FAMILY TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,THE CHUN FAMILY TRUST,PO BOX 3484,LOS ALTOS,CA,94024,Business Owner,2128 ESSEX St,BERKELEY,CA,94705
052 158502400,BL-023413,3 UNITS,Rental of Real Property,THE CHUN FAMILY TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,THE CHUN FAMILY TRUST,PO BOX 3484,LOS ALTOS,CA,94024,Business Owner,2130 ESSEX St,BERKELEY,CA,94705
056 195900901,BL-023414,LANDSCAPE ARCHITECTURE,Professional SemiProfessional,PETER WALKER & PARTNERS,541320 - Landscape Architectural Services,P,25,Corporation,PETER WALKER & PARTNERS,739 Allston Way,Berkeley,CA,94710,Business Owner,739 ALLSTON WAY,BERKELEY,CA,94710
ZZZZZZZZZZZZZ,BL-023415,GENERAL CONTRACTOR,Construction or Contractor,FAIRVIEW RESTORATION INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,10,Corporation,FAIRVIEW RESTORATION INC,17474 LAKEVIEW DR,MORGAN HILL,CA,95037,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023416,GENERAL CONTRACTOR,Construction or Contractor,DENVER SERMENO BUILDERS INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,1,Sole Ownership,DENVER SERMENO BUILDERS INC,618 SHEPHERD AVE,HAYWARD,CA,94544,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 183601400,BL-023417,RES. RENTAL - 4 UNITS,Rental of Real Property,SHU HSIN HUANG REVOCABLE TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,SHU HSIN HUANG REVOCABLE TRUST,210 SEA VIEW DR,EL CERRITO,CA,94530,Business Owner,2409 CARLETON St,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023418,ENG./ENV. CONSULTING SVC,Professional SemiProfessional,GEOSYNTEC CONSULTANTS INC,541620 - Environmental Consulting Services,P,5,Corporation,GEOSYNTEC CONSULTANTS INC,777 W YAMATO RD STE 600,BOCA RATON,FL,33431,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-023419,ROOFING CONTRACTOR,Construction or Contractor,SUNSHINE GUTTERS INC,238160 - Roofing Contractors,C,8,Corporation,SUNSHINE GUTTERS INC,10305 SAN PABLO AVE,EL CERRITO,CA,94530,Business Owner,0 VARIOUS,BERKELEY,CA,94704
