"File Date","Status","Record Number","Record Type","Address","Description","Short Notes",
"06/15/2026","Permit Expired","OB2600726","Obstruction","3801 M L KING JR WY, Oakland CA 94609","Reserve60 NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To Have Illegally Parked Vehicle Ticketed Call 510-238-3099 (Mon-Fri, 8am-5pm) or 510-777-3333 (all other times). Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For Towed Vehicle: Call 510-261-8199. City of Oakland | Towed Vehicles (oaklandca.gov)Block 5'x3' portion of s/w. Leave 5.5’ clear for pedestrian access, except as otherwise noted on TCP/X permit. Ensure that environmental controls are in place to prevent dust/debris/waste water from contaminating environment.",,
"06/15/2026","Permit Issued","RBC2601714","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","21 MARGUERITE DR, Oakland CA 94618","At existing single-family dwelling: Stucco repair of 1,000sqft in kind at rear back side of the building. No related MEP's. ZW2601362.",,
"06/15/2026","Permit Expired","OB2600725","Obstruction","1807 TELEGRAPH AVE, Oakland CA 94606","Reserve 4 METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. No impact on traffic lane or sidewalk allowed, except as noted except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.For Semi truck & tour bus parkingOBSTRUCTIONS @ 530 19th ST.",,
"06/15/2026","Routing - Completed","RBC2601713","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","4617 SHATTUCK AVE, Oakland CA 94609","Seismic strengthening of underfloor area to reduce risk of damage per Engineered Plan. Permit shall be final within 1 year per Oakland Ord. 12812CMS. To include replacement of approximately 240 lineal feet of existing brick foundation.",,
"06/15/2026","Permit Issued","CGS2601443","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","4801 ALLENDALE AVE, Oakland CA 94619",,,
"06/15/2026","Permit Expired","OB2600724","Obstruction","3801 M L KING JR WY, Oakland CA 94609","Reserve 2 (50') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.Block 5'x3' portion of s/w. Leave 5.5’ clear for pedestrian access, except as otherwise noted on TCP/X permit. Ensure that environmental controls are in place to prevent dust/debris/waste water from contaminating environment.Comply with all terms, conditions and restrictions stated in the Traffic Control Plan. Any/all changes need prior written approval. Provide original Traffic Control Plan at each renewal.06/15/2026: TCP GOOD FOR 06/15-06/26/2026, 8AM-5PM, PER T.CHUNG",,
"06/15/2026","Permit Expired","OB2600723","Obstruction","82 MONTELL ST, Oakland CA 94611","Reserve 2 (50') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.",,
"06/15/2026","Permit Issued","E2601465","(E) - Electrical - 3+ Residential Units or Commercial (Building)","2578 FRUITVALE AVE, Oakland CA 94601","Replace subpanel",,
"06/15/2026","Under Review","CGS2601442","DOT - Curb Gutter Sidewalk Exemption Certificate","2 MALL CT, Oakland CA 94611",,,
"06/15/2026","Final Check - On Hold","CGS2601441","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","2 MALL CT, Oakland CA 94611",,,
"06/15/2026","Intake-On Hold","RBC2601712","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","1033 STANFORD AVE, Oakland CA 94608 United States","Foundation and framing replacement, replacing wood lap siding with fiber cement lap siding and 1 new window to detached garage at rear of SFD. No MEP included. Garage to remain unconditioned space. DRX260430.",,
"06/15/2026","On Hold - Field Check Pending","B2601711","(B) - Building Alteration - 3+ Residential Units or Commercial (Building)","4114 OPAL ST, Oakland CA 94609","At existing MFD, legalize unpermitted decks and stairs and make repairs to bring into compliance with SB721. No MEPs. DS260023 and 25E3M00230. To abate CE# 2503054",,
"06/15/2026","On Hold","RBC2601710","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","2006 COURTLAND AVE, Oakland CA 94601","At single family dwelling 2 story back house: To replace exterior stucco 114sqft approximately portion of north-facing wall to match existing and (E) vinyl slider window to be reseated, waterproofing repair. No structural modifications to framing. DRX260776.",,
"06/15/2026","Permit Issued","RE2601463","(RE) - Electrical - 1 & 2 Unit Residential (Building)","1857 TIFFIN RD, Oakland CA 94602","Knob and tube replacement, like for like",,
"06/15/2026","Payment Received","OB2600722","Obstruction","632 14TH ST, Oakland CA 94612","Reserve 4 METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. No impact on traffic lane or sidewalk allowed, except as noted except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.",,
"06/15/2026","Payment Received","OB2600721","Obstruction","2125 TELEGRAPH AVE, Oakland CA 94612","Reserve 6 (150') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.Comply with all terms, conditions and restrictions stated in the Traffic Control Plan. Any/all changes need prior written approval. Provide original Traffic Control Plan at each renewal.TSD-25-0139a, 03/12/2026: TCP GOOD FOR 03/19-06/16/2026, AT ALL TIMESTSD-25-0139b, 06/11/2026: TCP GOOD FOR 06/17-09/14/2026, AT ALL TIMES",,
"06/15/2026","Complete","BW26001841","(BW) - Building Worksheet (Building)","3450 FRUITVALE AVE, Oakland CA 94602","TENANT IMPROVEMENT. REMODEL   EXISTING   BANKING OFFICETO SELF-SERVE LAUNDRY, WORK INCLUDED NON-BEARING PARTITIONS, WASHER AND DRYER EQUIPMENTS, NEW FINISHES AND UNISEX ACCESSIBLE TOILETS FOR SELF-SERVE LAUNDRY AT THE FIRST FLOOR. AT 2ND FLOOR, PROVIDE NEW SHOWER IN THE EXISTING RESTROOM, AND APPLIANCES & COUNTER FOR EXISTINGBREAKROOMAt existing Bank",,
"06/15/2026","Plan Routing - Completed","B2601709","(B) - Building Alteration - 3+ Residential Units or Commercial (Building)","466 44TH ST, Oakland CA 94609","At existing MFD, legalize 2nd story deck and stairs, and bring to compliance with SB721. No MEPs. DRX251719 and 25E3M00210. To abate CE# 2502347",,
"06/15/2026","Permit Issued","OB2600720","Obstruction","1021 E 23RD ST, Oakland CA 94606","Reserve 2 (50') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.",,
"06/15/2026","Payment Received","OB2600719","Obstruction","671 AILEEN ST, Oakland CA 94609","Reserve 1 (25') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.",,
"06/15/2026","On Hold","RBC2601708","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","4772 COMMONWEALTH DR, Oakland CA 94605","At existing single-family dwelling: Kitchen remodel, no change to layout or walls, no exterior work. Related electrical, plumbing included.",,
"06/15/2026","In Review","X2600481","DOT - Excavation (X)","428 60TH ST, Oakland CA 94609","PG&E PM 35738914-PG&E to replace joint pole, OH service, install OH transformer and secondary breakers.  Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. SCHEDULE INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/15/2026",,"ENMI26093","Minor Encroachment","3712 REDWOOD RD, Oakland CA 94619","X2600469PG&E PM 35529665- Related Permit: ENMI26093;  PG&E to replace (4) joint poles, OH services, OH secondary, anchors, riser, UG primary, install OH transformers, subsurface interrupter switch, OH fuse, enclosure, OH primary and trim/remove vegetation. PG&E to trench and restore.To replace permit X2400991. Trenching 353' x 18"" x 40"".  Ensure measures are in place to control runoff and maintain flow of storm water along pavement adjacent to parcel. No above ground structure allowed within five feet of edge of pavement (17.124.030).If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance.",,
"06/15/2026","Void","OB2600718","Obstruction","671 AILEEN ST, Oakland CA 94609","Reserve 1 (25') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.",,
